"name","ID","speed","weight","pVGRF_N","pVACC_g","pRGRF_N","pRACC_g"
"2017-01-06_ED_4km_m1_1_048.txt",48,4,119.3,1710.73,1.15,1737.12,1.63
"2017-01-06_ED_5km_m1_1_048.txt",48,5,119.3,1809.45,1.27,1850.47,1.8
"2017-01-13_ED_2km_m1_1_049.txt",49,2,112.5,1333.09,1.38,1342.91,1.41
"2017-01-13_ED_3km_m1_1_049.txt",49,3,112.5,1484.46,1.63,1508.64,1.68
"2017-01-13_ED_4km_m1_1_049.txt",49,4,112.5,1674.05,1.89,1705.78,1.91
"2017-01-13_ED_5km_m1_1_049.txt",49,5,112.5,1702.75,1.99,1776.27,2.05
"2017-01-27_ED_2km_m1_1_050.txt",50,2,116,1376.08,1.39,1382.91,1.42
"2017-03-13_ED_2km_m2_1_050.txt",50,2,109.5,1302.33,1.3,1312.24,1.39
"2017-01-27_ED_3km_m1_1_050.txt",50,3,116,1554.55,1.52,1571.4,1.6
"2017-03-13_ED_3km_m2_1_050.txt",50,3,109.5,1477.3,1.57,1498.54,1.61
"2017-01-27_ED_4km_m1_1_050.txt",50,4,116,1711.69,1.7,1738.94,1.82
"2017-03-13_ED_4km_m2_1_050.txt",50,4,109.5,1625.35,1.64,1657.93,1.72
"2017-01-27_ED_5km_m1_1_050.txt",50,5,116,1840.99,1.88,1919.28,2.09
"2017-03-13_ED_5km_m2_1_050.txt",50,5,109.5,1765.53,1.85,1812.45,1.99
"2017-01-27_ED_6km_m1_1_050.txt",50,6,116,1975.44,1.75,2030.67,2.33
"2017-02-06_ED_2km_m1_1_051.txt",51,2,102.3,1146.09,1.17,1159.61,1.27
"2017-02-06_ED_3km_m1_1_051.txt",51,3,102.3,1220.61,1.31,1241.3,1.39
"2017-02-06_ED_4km_m1_1_051.txt",51,4,102.3,1298.3,1.48,1321.45,1.53
"2017-02-06_ED_5km_m1_1_051.txt",51,5,102.3,1365.39,1.55,1401.99,1.65
"2017-02-06_ED_6km_m1_1_051.txt",51,6,102.3,1439.33,1.68,1488.61,1.85
"2017-02-06_ED_2km_m1_1_052.txt",52,2,105.4,1185.37,1.16,1193.75,1.2
"2017-02-06_ED_3km_m1_1_052.txt",52,3,105.4,1261.83,1.25,1271.22,1.33
"2017-02-06_ED_4km_m1_1_052.txt",52,4,105.4,1337.75,1.38,1355.66,1.45
"2017-02-06_ED_5km_m1_1_052.txt",52,5,105.4,1481.76,1.6,1518.77,1.73
"2017-02-06_ED_6km_m1_1_052.txt",52,6,105.4,1549.26,1.89,1604.15,2.05
"2017-02-011_ED_2km_m1_1_053.txt",53,2,93.2,1148.62,1.35,1156.28,1.35
"2017-02-011_ED_3km_m1_1_053.txt",53,3,93.2,1288.27,1.54,1304.06,1.56
"2017-02-011_ED_4km_m1_1_053.txt",53,4,93.2,1405.63,1.66,1422.3,1.68
"2017-02-011_ED_5km_m1_1_053.txt",53,5,93.2,1539.65,1.83,1591.45,1.91
"2017-02-016_ED_2km_m1_1_054.txt",54,2,101.1,1219.97,1.29,1234.25,1.45
"2017-02-016_ED_3km_m1_1_054.txt",54,3,101.1,1296.97,1.35,1312.24,1.52
"2017-02-016_ED_4km_m1_1_054.txt",54,4,101.1,1368.97,1.5,1394.28,1.7
"2017-02-016_ED_5km_m1_1_054.txt",54,5,101.1,1381.04,1.65,1418.32,1.87
"2017-02-016_ED_6km_m1_1_054.txt",54,6,101.1,1536.12,2.14,1571.34,2.58
"2017-02-016_ED_2km_m1_1_055.txt",55,2,108.8,1309.09,1.32,1316.38,1.34
"2017-02-016_ED_3km_m1_1_055.txt",55,3,108.8,1423.98,1.44,1438.21,1.47
